ASV,MannWU_stat,p_value,mean_cancer,mean_normal
Bacteria_Firmicutes_Clostridia_Lachnospirales_Lachnospiraceae_Lachnospiraceae_UCG-003_NA.9,14431.5,0.06212291413501302,0.0007624191482669577,0.0003930017035507484
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_uniformis.5,11333.0,0.0605268160961899,0.02723488954106003,0.029696072764894367
Bacteria_Firmicutes_Clostridia_Oscillospirales_UCG-010_NA_NA.18,14313.0,0.05851393017733401,0.0006717167355987712,0.00035239812442438954
Bacteria_Firmicutes_Clostridia_Oscillospirales_Oscillospiraceae_UCG-003_NA.8,14317.0,0.0558042681497909,0.0003795543448862684,0.0002046519592074751
Bacteria_Firmicutes_Clostridia_Oscillospirales_Ruminococcaceae_Subdoligranulum_NA.18,11290.0,0.054237597854082484,0.007720970346867232,0.008826915389498143
Bacteria_Firmicutes_Clostridia_Lachnospirales_Lachnospiraceae_Lachnospira_pectinoschiza.1,11279.5,0.05278744599551621,0.004898205566350927,0.005670635714798234
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Barnesiellaceae_Barnesiella_NA.44,11467.0,0.05037709910998806,0.0023669859941249467,0.0031612752882358023
Bacteria_Firmicutes_Clostridia_Oscillospirales_Ruminococcaceae_Eubacterium_siraeum_group_NA.15,14774.0,0.04962402261869002,0.004349918868139642,0.003594801014498049
Bacteria_Firmicutes_Clostridia_Clostridia_UCG-014_NA_NA_NA.79,13955.0,0.04938275259621176,0.0002785654244320559,0.00010110887819641227
Bacteria_Firmicutes_Clostridia_Lachnospirales_Lachnospiraceae_Lachnoclostridium_NA.98,11754.0,0.04871503316345423,0.0003317139285661794,0.0011606053437146623
