ASV,MannWU_stat,p_value,Cancer_pos_mean,Cancer_neg_mean
Bacteria_Firmicutes_Clostridia_Oscillospirales_Eubacterium_coprostanoligenes_group_NA_NA.37,11930.5,0.10486562776861538,0.0004442082692188352,0.0009662251940391444
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_NA.277,11616.0,0.09720012031379169,0.002893112263082104,0.0030249800165173014
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_9_NA.134,12244.0,0.09486967266876124,0.0003248550885240283,0.0010700922189547906
Bacteria_Firmicutes_Clostridia_Lachnospirales_Lachnospiraceae_Ruminococcus_gnavus_group_NA.10,11564.0,0.0940567010992289,0.007333927965227997,0.005580093852392169
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_NA.307,11675.0,0.0921428436288709,0.0018185915053642112,0.0011796562180286377
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_vulgatus.5,11540.0,0.09035657272496779,0.03021059832062449,0.037675449227161664
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Barnesiellaceae_Barnesiella_NA.23,13907.5,0.08798970430694719,0.0004926790275038834,0.00046507936943425676
Bacteria_Firmicutes_Clostridia_Lachnospirales_Lachnospiraceae_Lachnospiraceae_UCG-004_NA.7,11508.0,0.08333208933018332,0.0013512213731938752,0.0017025212569455259
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_NA.374,14066.5,0.08188202369540412,0.000708580066208626,0.0002672396665045421
Bacteria_Firmicutes_Clostridia_Oscillospirales_Oscillospiraceae_UCG-005_NA.41,11802.0,0.08085255128230825,0.0003719478540387926,0.00045207559872510234
Bacteria_Actinobacteriota_Actinobacteria_Bifidobacteriales_Bifidobacteriaceae_Bifidobacterium_longum.1,12215.0,0.08037749053388503,0.0005177331956744115,0.0007713805754167446
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_caccae.3,14149.0,0.0803574727688079,0.0005799388368788883,0.0003170391379818392
Bacteria_Firmicutes_Clostridia_Lachnospirales_Lachnospiraceae_Lachnoclostridium_NA.66,12169.0,0.0800727117207564,0.000253387374282606,0.00017521422949942446
Bacteria_Firmicutes_Clostridia_Lachnospirales_Lachnospiraceae_Lachnospiraceae_NK4A136_group_NA.1,11587.0,0.08002669095062956,0.0006248128262682334,0.0007854240515411099
Bacteria_Firmicutes_Clostridia_Peptostreptococcales-Tissierellales_Anaerovoracaceae_Family_XIII_AD3011_group_NA.13,11786.0,0.07519599796203533,0.0004790176963887009,0.0004907938096188468
Bacteria_Firmicutes_Clostridia_Lachnospirales_Lachnospiraceae_Lachnospiraceae_NK4A136_group_NA.20,14251.0,0.07409490366982509,0.0008997432315345354,0.0002169112295296106
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_NA.330,11559.0,0.07346509848500236,0.0013964288981802254,0.002590236841244415
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_NA.353,12078.0,0.06769817881838858,0.0003800824311265633,0.00034076816250990167
Bacteria_Firmicutes_Clostridia_Oscillospirales_Ruminococcaceae_Faecalibacterium_NA.13,14710.0,0.06686117663038034,0.017188545869823157,0.01346857511608214
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_uniformis.5,11390.0,0.06282564753350829,0.0272411192301885,0.029696072764894367
Bacteria_Firmicutes_Clostridia_Oscillospirales_UCG-010_NA_NA.18,14351.5,0.06084852067038503,0.0006692741292875029,0.00035239812442438954
Bacteria_Firmicutes_Clostridia_Lachnospirales_Lachnospiraceae_Lachnospira_pectinoschiza.1,11340.5,0.05542840579205075,0.004902363729410411,0.005670635714798234
Bacteria_Firmicutes_Clostridia_Lachnospirales_Lachnospiraceae_Lachnospiraceae_UCG-003_NA.9,14525.5,0.055170339011888225,0.0007726032753154332,0.0003930017035507484
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_9_copri.2,14600.0,0.05116014274008416,0.00549900145974714,0.00174955311998151
Bacteria_Firmicutes_Clostridia_Clostridia_UCG-014_NA_NA_NA.79,14000.0,0.05044235942584336,0.00027755245925230294,0.00010110887819641227
Bacteria_Firmicutes_Clostridia_Oscillospirales_Oscillospiraceae_UCG-003_NA.8,14403.0,0.05033454022984253,0.00038086276156309415,0.0002046519592074751
Bacteria_Firmicutes_Clostridia_Oscillospirales_Ruminococcaceae_Subdoligranulum_NA.18,11299.0,0.04979992717297768,0.007701190386598045,0.008826915389498143
Bacteria_Firmicutes_Clostridia_Oscillospirales_Ruminococcaceae_Eubacterium_siraeum_group_NA.15,14834.0,0.04873719582895862,0.004344215292264166,0.003594801014498049
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Barnesiellaceae_Barnesiella_NA.44,11492.5,0.047728874610056836,0.002358378772328129,0.0031612752882358023
